AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,player_id,season,source_file,injured
,24.0,,,,60.0,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,11.0,,,94.0,63.0,HOU,,,3.0,"W, 32-27",,11.0,0.0,0.0,,1.0,0.0,,TEN,5.0,12.0,5.0,,3.3,,2.0,119.0,10.0,0.0,,,@,pollto00,2024,pollto00_2024_gamelog.csv,False
,8.0,,,,66.7,2024-12-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,91.0,12.0,,,72.7,40.0,WAS,,,4.0,"L, 19-42",,12.0,0.0,0.0,,0.0,0.0,,TEN,6.0,13.0,4.4,,8.3,,5.5,35.0,33.0,0.0,,,@,pollto00,2024,pollto00_2024_gamelog.csv,False
,21.0,,,,100.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,92.0,13.0,,,62.5,40.0,JAX,,,2.0,"L, 6-10",,13.0,0.0,0.0,,0.0,0.0,,TEN,2.0,14.0,4.9,,11.0,,11.0,102.0,22.0,0.0,,,,pollto00,2024,pollto00_2024_gamelog.csv,False
,17.0,,,,,2024-12-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,93.0,14.0,,,44.3,31.0,CIN,,,0.0,"L, 27-37",,14.0,0.0,0.0,,1.0,0.0,,TEN,0.0,15.0,2.6,,,,,45.0,0.0,0.0,,,,pollto00,2024,pollto00_2024_gamelog.csv,False
,8.0,,,,50.0,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,15.0,,,39.3,24.0,IND,,,2.0,"L, 30-38",,15.0,0.0,0.0,,0.0,0.0,,TEN,4.0,16.0,4.4,,2.5,,1.3,35.0,5.0,0.0,,,@,pollto00,2024,pollto00_2024_gamelog.csv,False
,,,,,,2024-12-29,,,,,,,,Inactive,,16.0,,,,,JAX,,,,"L, 13-20",,15.0,,,,,,,TEN,,17.0,,,,,,,,,,,@,pollto00,2024,pollto00_2024_gamelog.csv,True
,22.0,,,,,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,17.0,,,72.6,45.0,HOU,,,0.0,"L, 14-23",,16.0,0.0,0.0,,0.0,0.0,,TEN,0.0,18.0,2.8,,,,,62.0,0.0,0.0,,,,pollto00,2024,pollto00_2024_gamelog.csv,False
,260.0,,,,71.9,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,,,,,,68.4,701.0,,,,41.0,3-13,,,0.0,0.0,,5.0,0.0,,,57.0,,4.2,,5.8,,4.2,1079.0,238.0,0.0,,,,pollto00,2024,pollto00_2024_gamelog.csv,False
,24.0,0.0,0.0,,100.0,2024-09-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,75.0,1.0,0.0,,80.3,61.0,GNB,,,2.0,"W, 34-29",,1.0,0.0,0.0,0.0,2.0,1.0,0.0,PHI,2.0,1.0,4.5,,11.5,,11.5,109.0,23.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,22.0,0.0,0.0,,80.0,2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,76.0,2.0,0.0,,90.1,64.0,ATL,,,4.0,"L, 21-22",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,5.0,2.0,4.3,,5.3,,4.2,95.0,21.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,17.0,0.0,0.0,,100.0,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,3.0,0.0,,80.6,58.0,NOR,,,4.0,"W, 15-12",,3.0,0.0,0.0,0.0,2.0,0.0,0.0,PHI,4.0,3.0,8.6,,2.3,,2.3,147.0,9.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,10.0,0.0,0.0,,50.0,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,4.0,0.0,,56.1,32.0,TAM,,,2.0,"L, 16-33",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,4.0,4.0,8.4,,16.0,,8.0,84.0,32.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,18.0,0.0,0.0,,100.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,5.0,0.0,,79.0,49.0,CLE,,,2.0,"W, 20-16",,5.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,2.0,6.0,2.6,,3.5,,3.5,47.0,7.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,17.0,0.0,0.0,,66.7,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,80.0,6.0,0.0,,53.0,35.0,NYG,,,2.0,"W, 28-3",,6.0,0.0,0.0,0.0,1.0,0.0,0.0,PHI,3.0,7.0,10.4,,5.5,,3.7,176.0,11.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,22.0,0.0,0.0,,100.0,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,7.0,0.0,,82.0,50.0,CIN,,,1.0,"W, 37-17",,7.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,1.0,8.0,4.9,,3.0,,3.0,108.0,3.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,27.0,0.0,0.0,,75.0,2024-11-03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,82.0,8.0,0.0,,72.2,57.0,JAX,,,3.0,"W, 28-23",,8.0,0.0,0.0,0.0,1.0,1.0,0.0,PHI,4.0,9.0,5.9,,13.3,,10.0,159.0,40.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,14.0,0.0,0.0,,100.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,9.0,0.0,,51.5,35.0,DAL,,,1.0,"W, 34-6",,9.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,1.0,10.0,4.7,,12.0,,12.0,66.0,12.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,26.0,0.0,0.0,,66.7,2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,10.0,0.0,,81.7,58.0,WAS,,,2.0,"W, 26-18",,10.0,0.0,0.0,0.0,2.0,0.0,0.0,PHI,3.0,11.0,5.6,,26.0,,17.3,146.0,52.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,26.0,0.0,0.0,,100.0,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,11.0,0.0,,68.5,50.0,LAR,,,4.0,"W, 37-20",,11.0,0.0,0.0,0.0,2.0,0.0,0.0,PHI,4.0,12.0,9.8,,11.8,,11.8,255.0,47.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,23.0,0.0,0.0,,50.0,2024-12-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,86.0,12.0,0.0,,87.5,49.0,BAL,,,2.0,"W, 24-19",,12.0,0.0,0.0,0.0,1.0,0.0,0.0,PHI,4.0,13.0,4.7,,5.0,,2.5,107.0,10.0,0.0,0.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,20.0,0.0,0.0,,0.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,13.0,0.0,,75.9,44.0,CAR,,,0.0,"W, 22-16",,13.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,1.0,14.0,6.2,,,,0.0,124.0,0.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,19.0,0.0,0.0,,100.0,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,14.0,0.0,,61.3,49.0,PIT,,,2.0,"W, 27-13",,14.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,2.0,15.0,3.4,,4.5,,4.5,65.0,9.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,29.0,0.0,0.0,,0.0,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,89.0,15.0,0.0,,82.4,61.0,WAS,,,0.0,"L, 33-36",,15.0,0.0,0.0,1.0,2.0,0.0,0.0,PHI,1.0,16.0,5.2,,,,0.0,150.0,0.0,0.0,2.0,0.0,@,barksa00,2024,barksa00_2024_gamelog.csv,False
,31.0,0.0,0.0,,100.0,2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,16.0,0.0,,75.4,49.0,DAL,,,2.0,"W, 41-7",,16.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,2.0,17.0,5.4,,1.0,,1.0,167.0,2.0,0.0,0.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
,,,,,,2025-01-05,,,,,,,,Inactive,,17.0,,,,,NYG,,,,"W, 20-13",,16.0,,,,,,,PHI,,18.0,,,,,,,,,,,,barksa00,2024,barksa00_2024_gamelog.csv,True
,345.0,0.0,0.0,,76.7,,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,0.0,,73.6,801.0,,,,33.0,13-3,,,0.0,0.0,1.0,13.0,2.0,0.0,,43.0,,5.8,,8.4,,6.5,2005.0,278.0,0.0,2.0,0.0,,barksa00,2024,barksa00_2024_gamelog.csv,False
